Name,Repository,Category,TagName,TagLastPushed,TagDigest,TagSize,StarCount,PullCount,DateDownloaded,SubCategories
phpmyadmin,library,Official,apache,2024-06-07T06:18:27Z,sha256:512a596a35a2b2865e3d710e5349f930165d40dac97e0e7a5129a6807c599ab2,193914360,991,64507723,0001-01-01T00:00:00Z,databases-and-storage
phpmyadmin,library,Official,5.2.1-fpm,2024-06-07T06:17:36Z,sha256:662a1ee8e16788a0ca4696e8b8426f946d5b900cacec2162616fc1704b97aac9,189908804,991,64507723,0001-01-01T00:00:00Z,databases-and-storage
phpmyadmin,library,Official,5.2.1-apache,2024-06-07T06:17:32Z,sha256:512a596a35a2b2865e3d710e5349f930165d40dac97e0e7a5129a6807c599ab2,193914360,991,64507723,0001-01-01T00:00:00Z,databases-and-storage
phpmyadmin,library,Official,5.2.1,2024-06-07T06:17:29Z,sha256:512a596a35a2b2865e3d710e5349f930165d40dac97e0e7a5129a6807c599ab2,193914360,991,64507723,0001-01-01T00:00:00Z,databases-and-storage
hitch,library,Official,1.8.0-1,2024-05-14T10:33:00Z,sha256:bc6aaf4be5ea9589296d27f044f00ee5c7a2027efb9f2b98189e6746c9f94aa6,33007314,24,434753,0001-01-01T00:00:00Z,web-servers
hitch,library,Official,1.8.0,2024-05-14T10:32:58Z,sha256:bc6aaf4be5ea9589296d27f044f00ee5c7a2027efb9f2b98189e6746c9f94aa6,33007314,24,434753,0001-01-01T00:00:00Z,web-servers
hitch,library,Official,1.8,2024-05-14T10:32:55Z,sha256:bc6aaf4be5ea9589296d27f044f00ee5c7a2027efb9f2b98189e6746c9f94aa6,33007314,24,434753,0001-01-01T00:00:00Z,web-servers
hitch,library,Official,1,2024-05-14T10:32:51Z,sha256:bc6aaf4be5ea9589296d27f044f00ee5c7a2027efb9f2b98189e6746c9f94aa6,33007314,24,434753,0001-01-01T00:00:00Z,web-servers
hitch,library,Official,1.7.3-1,2023-08-16T09:45:58Z,sha256:0eabb7bf7c38293e72a1571e020b7c467f4f3663e4651527ab2f75ea08ac1795,33043651,24,434753,0001-01-01T00:00:00Z,web-servers
almalinux,library,Official,minimal,2024-05-30T20:48:05Z,sha256:81a52f8b60623320755e52c3a010feb99ff35d9e6c0d58db9ad9a0bfc2f7a6b8,34395730,162,6614527,0001-01-01T00:00:00Z,operating-systems
almalinux,library,Official,9.4-minimal-20240530,2024-05-30T20:48:01Z,sha256:81a52f8b60623320755e52c3a010feb99ff35d9e6c0d58db9ad9a0bfc2f7a6b8,34395730,162,6614527,0001-01-01T00:00:00Z,operating-systems
almalinux,library,Official,9.4-minimal,2024-05-30T20:47:58Z,sha256:81a52f8b60623320755e52c3a010feb99ff35d9e6c0d58db9ad9a0bfc2f7a6b8,34395730,162,6614527,0001-01-01T00:00:00Z,operating-systems
almalinux,library,Official,9.4-20240530,2024-05-30T20:47:56Z,sha256:8d722e4cd4c754f1a72364424502d3f3bd63c36aba575fb7039dab26f30ed8b7,68578181,162,6614527,0001-01-01T00:00:00Z,operating-systems
almalinux,library,Official,9.4,2024-05-30T20:47:54Z,sha256:8d722e4cd4c754f1a72364424502d3f3bd63c36aba575fb7039dab26f30ed8b7,68578181,162,6614527,0001-01-01T00:00:00Z,operating-systems
dart,library,Official,stable-sdk,2024-06-07T02:53:34Z,sha256:0c5769b80c85047fff92fcefb38cf18ff8b331d6b6778f034fe20f200e2b41af,322154188,140,2141623,0001-01-01T00:00:00Z,languages-and-frameworks
dart,library,Official,stable,2024-06-07T02:53:32Z,sha256:0c5769b80c85047fff92fcefb38cf18ff8b331d6b6778f034fe20f200e2b41af,322154188,140,2141623,0001-01-01T00:00:00Z,languages-and-frameworks
dart,library,Official,sdk,2024-06-07T02:53:31Z,sha256:0c5769b80c85047fff92fcefb38cf18ff8b331d6b6778f034fe20f200e2b41af,322154188,140,2141623,0001-01-01T00:00:00Z,languages-and-frameworks
dart,library,Official,beta-sdk,2024-06-07T02:53:29Z,sha256:1d8b304e33363726bf1f6ca3ffe8c23acdf3e657b5dc0570359fde2f1e709aa7,302242251,140,2141623,0001-01-01T00:00:00Z,languages-and-frameworks
dart,library,Official,beta,2024-06-07T02:53:27Z,sha256:1d8b304e33363726bf1f6ca3ffe8c23acdf3e657b5dc0570359fde2f1e709aa7,302242251,140,2141623,0001-01-01T00:00:00Z,languages-and-frameworks
eclipse-temurin,library,Official,8u412-b08-jre-ubi9-minimal,2024-06-07T05:02:09Z,sha256:598228773217fb5520914246ce1255713ad4cec65aa1a024b10ca70b9ddee882,107899130,550,134237929,0001-01-01T00:00:00Z,languages-and-frameworks
eclipse-temurin,library,Official,8u412-b08-jdk-ubi9-minimal,2024-06-07T05:01:57Z,sha256:12a742949ced74d2fdc58946a69d8b8e2f0da7887bbe38baf2eaebaafa7fd500,169625649,550,134237929,0001-01-01T00:00:00Z,languages-and-frameworks
eclipse-temurin,library,Official,8-ubi9-minimal,2024-06-07T05:01:44Z,sha256:12a742949ced74d2fdc58946a69d8b8e2f0da7887bbe38baf2eaebaafa7fd500,169625649,550,134237929,0001-01-01T00:00:00Z,languages-and-frameworks
eclipse-temurin,library,Official,8-jre-ubi9-minimal,2024-06-07T05:01:38Z,sha256:598228773217fb5520914246ce1255713ad4cec65aa1a024b10ca70b9ddee882,107899130,550,134237929,0001-01-01T00:00:00Z,languages-and-frameworks
eclipse-temurin,library,Official,8-jdk-ubi9-minimal,2024-06-07T05:01:22Z,sha256:12a742949ced74d2fdc58946a69d8b8e2f0da7887bbe38baf2eaebaafa7fd500,169625649,550,134237929,0001-01-01T00:00:00Z,languages-and-frameworks
ibm-semeru-runtimes,library,Official,open-8u412-b08-jre-jammy,2024-06-05T08:28:17Z,sha256:4651dd2aca2af595e5c164d661efe48c5074b90b795aed51d66cbad2145e7f84,97338124,45,5304221,0001-01-01T00:00:00Z,languages-and-frameworks
ibm-semeru-runtimes,library,Official,open-8u412-b08-jre-focal,2024-06-05T08:28:15Z,sha256:a8b6cd692ba1edb6f39bdb0a649e98e4b1919c95ee63638651fb5edcf8d316d0,99403849,45,5304221,0001-01-01T00:00:00Z,languages-and-frameworks
ibm-semeru-runtimes,library,Official,open-8u412-b08-jre,2024-06-05T08:28:13Z,sha256:4651dd2aca2af595e5c164d661efe48c5074b90b795aed51d66cbad2145e7f84,97338124,45,5304221,0001-01-01T00:00:00Z,languages-and-frameworks
ibm-semeru-runtimes,library,Official,open-8u412-b08-jdk-jammy,2024-06-05T08:28:10Z,sha256:e89bddb4461c5af07c2ed1ffceb413a60dc69b073df333602b68c5a91ab0973b,164013254,45,5304221,0001-01-01T00:00:00Z,languages-and-frameworks
ibm-semeru-runtimes,library,Official,open-8u412-b08-jdk-focal,2024-06-05T08:28:08Z,sha256:70f884b994387be6a69a4298a12e66e4a0820df21bd3350cd64e4a242b19ce70,165923593,45,5304221,0001-01-01T00:00:00Z,languages-and-frameworks
rockylinux,library,Official,9.3.20231119-minimal,2024-05-30T05:16:48Z,sha256:305de618a5681ff75b1d608fd22b10f362867dff2f550a4f1d427d21cd7f42b4,46545847,239,32812715,0001-01-01T00:00:00Z,operating-systems
rockylinux,library,Official,9.3.20231119,2024-05-30T05:16:46Z,sha256:d7be1c094cc5845ee815d4632fe377514ee6ebcf8efaed6892889657e5ddaaa6,64310806,239,32812715,0001-01-01T00:00:00Z,operating-systems
rockylinux,library,Official,9.3-minimal,2024-05-30T05:16:44Z,sha256:305de618a5681ff75b1d608fd22b10f362867dff2f550a4f1d427d21cd7f42b4,46545847,239,32812715,0001-01-01T00:00:00Z,operating-systems
rockylinux,library,Official,9.3,2024-05-30T05:16:41Z,sha256:d7be1c094cc5845ee815d4632fe377514ee6ebcf8efaed6892889657e5ddaaa6,64310806,239,32812715,0001-01-01T00:00:00Z,operating-systems
rockylinux,library,Official,9-minimal,2024-05-30T05:16:40Z,sha256:305de618a5681ff75b1d608fd22b10f362867dff2f550a4f1d427d21cd7f42b4,46545847,239,32812715,0001-01-01T00:00:00Z,operating-systems
api-firewall,library,Official,0.7.3,2024-06-07T04:53:13Z,sha256:544e29204dd910f84dd1dd95010dc3b091e97b4d8fb31061bcf2e7d21d237095,14398551,50,37480,0001-01-01T00:00:00Z,api-management
api-firewall,library,Official,0.7.2,2024-04-17T18:07:22Z,sha256:9e9f0374b97c9f4ac63dbb702d4e1f776bc8488ade58ff4bf83922304f018770,14196600,50,37480,0001-01-01T00:00:00Z,api-management
api-firewall,library,Official,0.7.1,2024-04-17T18:07:14Z,sha256:529fc4694cabeb0ba9f0fefcc3605798f7cb51c5db2050a6933a496d298a630e,14196776,50,37480,0001-01-01T00:00:00Z,api-management
api-firewall,library,Official,0.7.0,2024-04-03T20:06:38Z,sha256:ac5aa2233184e52baf0a5b703019ba567467af41905aef8de217afe74ed1c41c,14157171,50,37480,0001-01-01T00:00:00Z,api-management
api-firewall,library,Official,0.6.17,2024-04-01T19:14:08Z,sha256:31f9be28ca06e197e3ab3838919f7707eded40f1adf7e9cbab6c567ba3735783,13630560,50,37480,0001-01-01T00:00:00Z,api-management
emqx,library,Official,5.7.0,2024-05-29T00:18:27Z,sha256:4750557065e94e53e0ec96f9a804c1bb4bc3c6001a5ef517f9b873eea886e0ae,125874711,81,1879708,0001-01-01T00:00:00Z,message-queues
emqx,library,Official,5.7,2024-05-29T00:18:26Z,sha256:4750557065e94e53e0ec96f9a804c1bb4bc3c6001a5ef517f9b873eea886e0ae,125874711,81,1879708,0001-01-01T00:00:00Z,message-queues
emqx,library,Official,5,2024-05-29T00:18:10Z,sha256:4750557065e94e53e0ec96f9a804c1bb4bc3c6001a5ef517f9b873eea886e0ae,125874711,81,1879708,0001-01-01T00:00:00Z,message-queues
emqx,library,Official,5.6.1,2024-05-14T03:32:05Z,sha256:29bf2b22da93132ed11e004502bfdba34b444917519fd58eed3f6c989be29253,124206364,81,1879708,0001-01-01T00:00:00Z,message-queues
emqx,library,Official,5.6,2024-05-14T03:32:03Z,sha256:29bf2b22da93132ed11e004502bfdba34b444917519fd58eed3f6c989be29253,124206364,81,1879708,0001-01-01T00:00:00Z,message-queues
satosa,library,Official,bookworm,2024-05-14T17:55:02Z,sha256:6373c08fc619ffa760761d4f44e9794f1d517d83b2191b5d39ad55662c48027a,90200554,12,298348,0001-01-01T00:00:00Z,api-management
satosa,library,Official,8.4.0-bookworm,2024-05-14T17:54:29Z,sha256:6373c08fc619ffa760761d4f44e9794f1d517d83b2191b5d39ad55662c48027a,90200554,12,298348,0001-01-01T00:00:00Z,api-management
satosa,library,Official,8.4.0,2024-05-14T17:54:22Z,sha256:6373c08fc619ffa760761d4f44e9794f1d517d83b2191b5d39ad55662c48027a,90200554,12,298348,0001-01-01T00:00:00Z,api-management
satosa,library,Official,8.4-bookworm,2024-05-14T17:54:19Z,sha256:6373c08fc619ffa760761d4f44e9794f1d517d83b2191b5d39ad55662c48027a,90200554,12,298348,0001-01-01T00:00:00Z,api-management
satosa,library,Official,8.4,2024-05-14T17:54:12Z,sha256:6373c08fc619ffa760761d4f44e9794f1d517d83b2191b5d39ad55662c48027a,90200554,12,298348,0001-01-01T00:00:00Z,api-management
unit,library,Official,php8.3,2024-06-07T09:17:39Z,sha256:b01c3970ae5300aa95970194e02fbb846f2fe20f2f9490162b468cba72c609a4,177753607,31,449766,0001-01-01T00:00:00Z,web-servers
unit,library,Official,php8.2,2024-06-07T09:17:38Z,sha256:a91f2f1e07247c4d0e10e5347b1888c93beee44f78c977d47b962dd383075e26,176929808,31,449766,0001-01-01T00:00:00Z,web-servers
unit,library,Official,php8,2024-06-07T09:17:36Z,sha256:b01c3970ae5300aa95970194e02fbb846f2fe20f2f9490162b468cba72c609a4,177753607,31,449766,0001-01-01T00:00:00Z,web-servers
unit,library,Official,php,2024-06-07T09:17:35Z,sha256:b01c3970ae5300aa95970194e02fbb846f2fe20f2f9490162b468cba72c609a4,177753607,31,449766,0001-01-01T00:00:00Z,web-servers
unit,library,Official,1.32.1-php8.3,2024-06-07T09:17:18Z,sha256:b01c3970ae5300aa95970194e02fbb846f2fe20f2f9490162b468cba72c609a4,177753607,31,449766,0001-01-01T00:00:00Z,web-servers
spark,library,Official,scala,2024-06-05T12:14:48Z,sha256:714636fb9784bb72b645321a4fdba1a80b58284d0e25bfb7cb5c125973ba4b4c,441114366,54,265294,0001-01-01T00:00:00Z,data-science
spark,library,Official,r,2024-06-05T12:14:46Z,sha256:cc5c9f88fcb7a7b6324bb2831111816b0e7b977284e0bf163acbbb853070e1b3,673411071,54,265294,0001-01-01T00:00:00Z,data-science
spark,library,Official,python3-java17,2024-06-05T12:14:45Z,sha256:e5fb09edd59083d5e0a566f74208d4e7352d8c5caaeccd5a7b079e1c956f5a12,558494620,54,265294,0001-01-01T00:00:00Z,data-science
spark,library,Official,python3,2024-06-05T12:14:43Z,sha256:b619106b005533f7322058211491b922184b79cf00f1f47db836b90bda550f0b,535722148,54,265294,0001-01-01T00:00:00Z,data-science
spark,library,Official,3.5.1-scala2.12-java17-ubuntu,2024-06-05T12:14:41Z,sha256:a2e3dd61abf509eee32966d24204bdb7bd1ef8e73f7a025de3cdad73c7729421,439982048,54,265294,0001-01-01T00:00:00Z,data-science
liquibase,library,Official,4.28.0,2024-06-05T11:18:42Z,sha256:971bb582e6c28970a5ff439e6c4f614c2f451bbbeb9c26702487764d56d859f3,205056107,0,4250,0001-01-01T00:00:00Z,developer-tools
liquibase,library,Official,4.28,2024-06-05T11:18:39Z,sha256:971bb582e6c28970a5ff439e6c4f614c2f451bbbeb9c26702487764d56d859f3,205056107,0,4250,0001-01-01T00:00:00Z,developer-tools
liquibase,library,Official,alpine,2024-05-23T19:48:42Z,sha256:963cdfc009335c7abd729f09260a0a98d201b3157c2c962e7a6d0142966134ca,180128000,0,4250,0001-01-01T00:00:00Z,developer-tools
liquibase,library,Official,4.28.0-alpine,2024-05-23T19:48:42Z,sha256:963cdfc009335c7abd729f09260a0a98d201b3157c2c962e7a6d0142966134ca,180128000,0,4250,0001-01-01T00:00:00Z,developer-tools
liquibase,library,Official,4.28-alpine,2024-05-23T19:48:39Z,sha256:963cdfc009335c7abd729f09260a0a98d201b3157c2c962e7a6d0142966134ca,180128000,0,4250,0001-01-01T00:00:00Z,developer-tools
